URI,Label,Comment,Domain,Range,Vocabulary
http://mlcommons.org/croissant/references,references,Another Field of another RecordSet that this field references. This is the equivalent of a foreign key reference in a relational database.,http://mlcommons.org/croissant/Field,http://mlcommons.org/croissant/Field,Core
http://mlcommons.org/croissant/regex,regex,A regular expression to apply to the data.,http://mlcommons.org/croissant/Transform,https://schema.org/Text,Core
http://mlcommons.org/croissant/repeated,repeated,"If true, then the Field is a list of values of type dataType.",http://mlcommons.org/croissant/Field,https://schema.org/Boolean,Core
http://mlcommons.org/croissant/sdVersion,sdVersion,"The version of the dataset metadata, which may be distinct from the version of the dataset content.",https://schema.org/Dataset,"https://schema.org/Number, https://schema.org/Text",Core
http://mlcommons.org/croissant/separator,separator,A separator to use parse the data into an array.,http://mlcommons.org/croissant/Transform,https://schema.org/Text,Core
http://mlcommons.org/croissant/source,source,"The data source of the field. This will generally reference a FileObject or FileSet's contents (e.g., a specific column of a table).","http://mlcommons.org/croissant/Field, http://mlcommons.org/croissant/RecordSet","http://mlcommons.org/croissant/DataSource, http://mlcommons.org/croissant/FileObject, http://mlcommons.org/croissant/FileSet, http://mlcommons.org/croissant/RecordSet",Core
http://mlcommons.org/croissant/subField,subField,Another Field that is nested inside this one.,http://mlcommons.org/croissant/Field,http://mlcommons.org/croissant/Field,Core
http://mlcommons.org/croissant/transform,transform,"A transformation to apply on source data on top of the extracted method as specified through extract, e.g., a regular expression or JSON query.",http://mlcommons.org/croissant/DataSource,http://mlcommons.org/croissant/Transform,Core
http://mlcommons.org/croissant/unArchive,unArchive,Extract the content of the archive.,http://mlcommons.org/croissant/Transform,https://schema.org/Boolean,Core
http://mlcommons.org/croissant/value,value,An optional constant value for the field.,http://mlcommons.org/croissant/Field,http://www.w3.org/1999/02/22-rdf-syntax-ns#JSON,Core
